sprint_id,sprint_name,project,board_name,created_date_utc,start_date_utc,end_date_utc,completion_date_utc,status
4123,PLT2_2024_Sprint17_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-11-11 08:22:22.832,2024-11-14 06:58:33.192,2024-11-28 07:00:00,2024-12-30 10:51:56.460,closed
4122,PLT2_2024_Sprint17_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-11-11 08:21:21.003,2024-11-14 07:00:34.533,2024-11-27 07:00:00,2024-12-03 03:33:30.063,closed
4145,PLT2_2024_Sprint18_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-11-26 06:09:35.329,2024-11-28 05:43:13.003,2024-12-12 05:43:00,2024-12-12 11:34:10.386,closed
4146,PLT2_2024_Sprint18_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-11-26 06:11:05.171,2024-11-28 05:43:38.450,2024-12-12 05:43:00,2024-12-12 11:40:25.885,closed
4175,PLT2_2024_Sprint19_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-12-12 07:27:20.653,2024-12-12 12:42:09.463,2024-12-25 06:30:00,2024-12-26 11:14:08.391,closed
4176,PLT2_2024_Sprint19_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-12-12 07:34:39.312,2024-12-12 12:16:08.379,2024-12-25 06:30:00,2024-12-26 11:00:07.302,closed
4191,PLT2_2024_Sprint20_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-12-25 14:53:33.491,2024-12-26 09:30:26.734,2025-01-09 09:30:00,2025-01-09 12:21:43.940,closed
4192,PLT2_2024_Sprint20_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-12-25 14:54:48.446,2024-12-26 11:23:57.599,2025-01-09 09:30:00,2025-01-09 04:22:54.857,closed
4206,PLT2_2024_Sprint21_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-01-06 10:54:47.133,2025-01-09 04:23:29.574,2025-01-23 07:30:00,2025-01-23 16:21:58.096,closed
4205,PLT2_2024_Sprint21_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-01-06 10:53:15.395,2025-01-09 13:09:00.568,2025-01-23 07:00:00,2025-01-23 16:25:02.032,closed
4230,PLT2_2024_Sprint22_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-01-22 07:43:13.842,2025-01-23 15:30:40.013,2025-02-06 15:30:00,2025-02-06 15:15:51.657,closed
4231,PLT2_2024_Sprint22_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-01-22 07:43:57.715,2025-01-23 18:06:58.586,2025-02-06 18:06:42,2025-02-06 10:01:08.080,closed
4251,PLT2_2024_Sprint23_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-02-06 06:53:48.624,2025-02-06 15:16:13.278,2025-02-18 18:30:00,2025-03-03 13:13:18.446,closed
4252,PLT2_2024_Sprint23_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-02-06 06:59:01.322,2025-02-06 13:50:18.554,2025-02-18 18:30:00,2025-02-19 13:56:20.924,closed
7044,PLT1_2025_Sprint32_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-06-12 06:20:25.132,2025-06-12 16:58:00.055,2025-06-25 18:00:00,2025-06-26 16:12:50.855,closed
4265,PLT2_2024_Sprint24_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-02-19 08:52:56.938,2025-02-20 20:30:02.081,2025-03-05 07:00:00,2025-03-06 12:15:03.786,closed
4266,PLT2_2024_Sprint24_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-02-19 08:53:56.741,2025-02-20 06:30:44.852,2025-03-05 07:00:00,2025-03-06 12:13:18.621,closed
4404,PLT2_2024_Sprint25_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-03-03 13:10:28.058,2025-03-06 14:12:29.100,2025-03-19 06:30:00,2025-03-20 15:11:37.405,closed
4405,PLT2_2024_Sprint25_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-03-03 13:11:54.163,2025-03-06 07:30:56.661,2025-03-19 07:00:00,2025-03-20 10:47:30.986,closed
4601,PLT2_2024_Sprint26_RE_A360,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-03-14 07:14:54.000,2025-03-20 07:00:27.232,2025-04-02 07:00:00,2025-04-02 16:56:06.268,closed
4602,PLT2_2024_Sprint26_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-03-14 07:16:03.984,2025-03-20 10:47:50.068,2025-04-02 07:30:00,2025-04-02 16:55:08.284,closed
5097,PLT2_2025_Sprint27_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-02 16:24:30.864,2025-04-03 09:30:15.000,2025-04-16 06:30:00,2025-04-17 17:43:13.520,closed
5098,PLT2_2025_Sprint27_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-02 16:25:17.357,2025-04-03 13:35:06.578,2025-04-16 06:30:00,2025-04-16 15:26:20.881,closed
5228,PLT2_2025_Sprint28_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-07 19:11:27.504,2025-04-17 09:30:01.634,2025-04-30 06:30:00,2025-05-02 11:29:39.275,closed
5229,PLT2_2025_Sprint29_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-07 19:12:27.821,2025-05-02 11:34:17.557,2025-05-14 06:30:00,2025-05-14 16:07:27.774,closed
5231,PLT2_2025_Sprint28_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-07 19:15:07.600,2025-04-17 09:30:24.791,2025-04-30 06:30:00,2025-05-01 11:46:03.365,closed
5261,PLT2_2025_Sprint27_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-08 06:39:56.239,2025-04-08 08:00:14.502,2025-04-16 06:30:00,2025-04-17 13:33:39.635,closed
5232,PLT2_2025_Sprint29_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-07 19:15:46.091,2025-05-01 11:46:42.421,2025-05-14 06:30:00,2025-05-14 16:04:35.183,closed
5263,PLT2_2025_Sprint29_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-08 06:42:22.989,2025-05-02 11:34:38.015,2025-05-14 06:30:00,2025-05-14 16:17:58.582,closed
5265,PLT2_2025_Sprint28_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-08 08:04:26.369,2025-04-17 09:30:15.569,2025-04-30 06:30:00,2025-05-02 11:33:42.131,closed
5230,PLT2_2025_Sprint30_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-07 19:13:11.875,2025-05-15 11:51:52.527,2025-05-28 06:30:00,2025-06-13 12:18:34.119,closed
5233,PLT2_2025_Sprint30_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-07 19:16:30.482,2025-05-15 11:52:26.842,2025-05-28 06:30:00,2025-05-29 09:05:06.844,closed
5264,PLT2_2025_Sprint30_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-08 06:42:42.316,2025-05-15 11:52:07.891,2025-05-28 06:30:00,2025-05-29 09:50:18.997,closed
6515,PLT2_2025_Sprint31_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-26 08:59:22.877,2025-05-29 12:12:33.960,2025-06-10 18:30:00,2025-06-13 12:12:46.255,closed
6516,PLT2_2025_Sprint32_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-26 09:00:09.602,2025-06-12 12:15:12.778,2025-06-24 18:30:00,2025-06-26 05:09:02.195,closed
6517,PLT2_2025_Sprint33_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-26 09:00:48.747,2025-06-26 05:33:04.638,2025-07-08 18:30:00,2025-07-09 13:52:52.725,closed
6647,PLT2_2025_Sprint31_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:13:34.030,2025-05-29 12:13:13.974,2025-06-11 18:30:00,2025-06-13 12:38:13.065,closed
6648,PLT2_2025_Sprint32_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:16:17.722,2025-06-12 12:41:12.381,2025-06-25 18:30:00,2025-06-26 05:11:58.538,closed
6649,PLT2_2025_Sprint33_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:16:44.226,2025-06-26 05:34:46.049,2025-07-09 18:30:00,2025-07-10 07:09:31.535,closed
6651,PLT2_2025_Sprint31_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:17:55.840,2025-05-29 12:16:16.923,2025-06-11 18:30:00,2025-06-13 12:40:42.207,closed
6652,PLT2_2025_Sprint32_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:18:16.027,2025-06-12 12:41:30.071,2025-06-25 18:30:00,2025-06-26 05:14:48.100,closed
6653,PLT2_2025_Sprint33_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:18:48.821,2025-06-26 05:34:03.221,2025-07-09 18:30:00,2025-07-09 14:20:01.145,closed
6518,PLT2_2025_Sprint34_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-26 09:01:18.779,2025-07-10 06:49:41.033,2025-07-23 07:30:00,2025-07-24 09:41:22.889,closed
6650,PLT2_2025_Sprint34_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:17:08.074,2025-07-10 07:10:49.000,2025-07-23 18:30:00,2025-07-30 07:59:26.611,closed
7076,PLT1_2025_Sprint32_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-06-12 08:41:29.920,2025-06-12 17:11:24.311,2025-06-25 18:00:00,2025-06-26 16:14:37.744,closed
6654,PLT2_2025_Sprint34_HEDIS2,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-05-28 06:19:10.541,2025-07-10 06:50:14.000,2025-07-23 18:30:00,2025-07-30 07:56:23.240,closed
7439,PLT1_2025_Sprint33_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-06-24 11:52:14.353,2025-06-26 16:14:20.220,2025-07-09 18:00:00,2025-07-10 16:19:54.741,closed
7472,PLT1_2025_Sprint33_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-06-26 05:44:17.996,2025-06-26 16:16:17.918,2025-07-09 18:00:00,2025-07-10 16:42:09.676,closed
7802,PLT1_2025_Sprint34_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-07-09 14:00:54.094,2025-07-10 16:55:06.060,2025-07-23 18:00:00,2025-07-24 15:05:49.110,closed
7803,PLT1_2025_Sprint34_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-07-09 14:01:25.802,2025-07-10 16:43:48.000,2025-07-23 18:00:00,2025-07-24 15:22:56.865,closed
8165,PLT1_2025_Sprint35_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-07-23 11:28:44.709,2025-07-24 15:23:44.000,2025-08-06 15:23:24,2025-08-08 06:56:31.914,closed
8168,PLT2_2025_Sprint35_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-07-23 11:49:43.269,2025-07-24 06:31:59.488,2025-08-05 18:30:00,2025-08-08 07:15:36.248,closed
8169,PLT2_2025_Sprint35_HCC,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-07-23 11:50:14.047,2025-07-24 10:56:54.183,2025-08-06 18:30:00,2025-08-07 09:56:11.840,closed
8297,PLT1_2025_Sprint35_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-07-24 14:51:11.127,2025-07-24 15:09:37.000,2025-08-06 15:09:09,2025-08-07 05:53:30.890,closed
8495,PLT2_2025_Sprint35_HEDIS1,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-07-30 07:55:32.212,2025-07-30 08:10:18.000,2025-08-13 08:10:06,2025-07-30 08:16:44.844,closed
8726,PLT2_2025_Sprint36_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-05 08:08:55.941,2025-08-07 08:31:11.533,2025-08-20 17:00:00,2025-08-20 16:52:37.972,closed
8759,PLT2_2025_Sprint36_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-05 12:49:04.495,2025-08-07 07:51:01.969,2025-08-21 07:51:00,2025-08-20 14:54:52.107,closed
8760,PLT2_2025_Sprint36_HEDISPoweBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-05 12:49:38.178,2025-08-07 10:25:05.263,2025-08-20 18:30:00,2025-08-20 16:27:22.555,closed
8891,PLT1_2025_Sprint36_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-08 06:42:33.862,2025-08-07 07:08:47.402,2025-08-19 18:30:00,2025-08-20 15:22:15.270,closed
5099,PLT2_2025_Sprint41_DI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-04-02 16:35:39.889,2025-10-15 19:30:00.000,2025-10-28 18:30:00,2025-10-29 17:34:20.096,closed
9353,PLT2_2025_Sprint37_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-19 18:22:12.755,2025-08-21 11:08:33.621,2025-09-04 18:00:00,2025-09-04 15:34:09.210,closed
9354,PLT2_2025_Sprint37_HEDISPoweBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-19 18:23:30.766,2025-08-21 11:08:03.824,2025-09-04 06:30:00,2025-09-04 12:22:18.747,closed
9355,PLT2_2025_Sprint38_HEDISPoweBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-19 18:25:19.138,2025-09-04 12:22:40.128,2025-09-17 18:30:00,2025-09-18 10:53:24.523,closed
9356,PLT1_2025_Sprint37_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-19 18:25:58.747,2025-08-21 06:06:24.206,2025-09-03 18:30:00,2025-09-03 15:36:33.788,closed
9487,PLT1_2025_Sprint37_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-20 16:44:17.452,2025-08-21 04:58:41.208,2025-09-03 17:30:00,2025-09-04 05:45:39.497,closed
9716,PLT1_2025_Sprint38_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-03 07:43:07.021,2025-09-04 05:50:03.676,2025-09-17 18:00:00,2025-09-18 08:58:29.745,closed
9749,PLT1_2025_Sprint38_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-03 14:33:39.629,2025-09-05 06:49:48.000,2025-09-16 18:30:00,2025-09-18 10:51:06.043,closed
9881,PLT2_2025_Sprint38_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-04 14:11:35.277,2025-09-04 15:34:52.250,2025-09-16 18:30:00,2025-09-18 13:19:09.138,closed
10244,PLT1_2025_sprint39_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-18 05:24:38.957,2025-09-18 09:01:28.651,2025-10-01 18:00:00,2025-10-01 11:57:35.006,closed
10246,PLT1_2025_sprint40_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-18 05:28:01.034,2025-10-02 12:21:00.000,2025-10-15 18:00:00,2025-10-15 16:47:04.699,closed
10248,PLT2_2025_Sprint39_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-18 08:03:15.290,2025-09-18 13:20:13.246,2025-10-01 18:30:00,2025-10-01 16:23:56.887,closed
10249,PLT2_2025_Sprint39_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-18 08:04:32.357,2025-09-18 11:03:28.319,2025-10-01 18:30:00,2025-10-01 16:12:30.831,closed
10250,PLT1_2025_Sprint39_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-18 08:17:03.038,2025-09-18 11:05:12.446,2025-09-29 18:30:00,2025-10-01 12:33:53.973,closed
10251,PLT2_2025_Sprint39_Automation,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-18 09:25:00.554,2025-09-18 09:41:27.676,2025-10-01 12:30:00,2025-10-03 07:56:32.129,closed
10542,PLT2_2025_Sprint40_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-29 09:28:42.756,2025-10-03 08:21:12.000,2025-10-15 18:30:00,2025-10-15 14:59:51.557,closed
10543,PLT2_2025_Sprint40_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-09-29 09:29:11.743,2025-10-03 08:21:37.000,2025-10-15 18:30:00,2025-10-15 14:59:30.060,closed
10607,PLT1_2025_Sprint40_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-01 12:31:13.571,2025-10-01 12:51:00.000,2025-10-14 18:30:00,2025-10-16 14:15:56.300,closed
11003,PLT1_2025_Sprint41_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-15 07:59:59.252,2025-10-16 06:10:32.236,2025-10-28 18:30:00,2025-10-29 17:13:54.750,closed
11069,PLT2_2025_Sprint41_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-15 12:14:42.454,2025-10-16 15:36:03.000,2025-10-28 18:30:00,2025-10-30 09:49:58.269,closed
11070,PLT2_2025_Sprint41_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-15 12:15:29.511,2025-10-16 15:37:29.000,2025-10-28 18:30:00,2025-10-30 04:37:10.376,closed
11135,PLT1_2025_Sprint41_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-16 14:06:32.857,2025-10-16 14:32:04.000,2025-10-28 18:30:00,2025-10-30 15:45:43.475,closed
11498,PLT2_2025_Sprint42_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-28 14:32:15.407,2025-10-30 07:00:42.143,2025-11-12 18:30:00,2025-11-13 17:17:40.790,closed
11499,PLT2_2025_Sprint42_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-28 14:32:54.838,2025-10-30 09:50:31.054,2025-11-12 18:30:00,2025-11-13 15:54:57.871,closed
11597,PLT1_2025_Sprint42_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-29 16:41:47.512,2025-10-30 06:43:57.585,2025-11-12 18:00:00,2025-11-12 15:53:08.101,closed
11696,PLT1_2025_Sprint42_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-10-30 14:59:00.293,2025-10-30 05:30:34.382,2025-11-12 14:30:00,2025-11-14 08:02:45.184,closed
12092,PLT1_2025_Sprint43_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-12 15:49:00.227,2025-11-13 06:08:33.393,2025-11-26 18:00:00,2025-11-26 18:18:36.097,closed
12158,PLT2_2025_Sprint43_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-13 07:15:30.800,2025-11-13 06:07:19.959,2025-11-27 00:00:00,2025-11-27 06:10:28.534,closed
12159,PLT2_2025_Sprint43_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-13 07:26:30.234,2025-11-13 10:00:53.949,2025-11-27 00:00:00,2025-11-27 06:06:17.092,closed
12296,PLT1_2025_Sprint43_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-14 09:59:18.768,2025-11-13 05:30:21.313,2025-11-26 14:30:00,2025-11-27 08:32:14.503,closed
12360,PLT2_2025_Sprint44_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-20 10:18:23.174,2025-11-27 14:51:29.809,2025-12-10 00:00:00,,active
12363,PLT2_2025_Sprint44_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-20 10:20:47.700,2025-11-27 14:51:49.667,2025-12-10 00:00:00,,active
12499,PLT1_2025_Sprint44_MRR,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-26 17:55:30.868,2025-11-27 16:24:23.246,2025-12-10 18:00:00,,active
12534,PLT1_2025_Sprint44_FW,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-27 08:41:54.199,2025-11-27 05:30:00.384,2025-12-10 14:30:00,,active
4174,Innovation Backlog,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2024-12-12 07:27:17.323,,,,future
9023,MRR Backlog,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-08-13 07:33:12.019,,,,future
12191,PLT2_HEDISBacklog,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-13 08:41:41.029,,,,future
12224,PLT2_HEDPowerBI Backlog,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-13 12:11:05.473,,,,future
12361,PLT2_2025_Sprint45_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-20 10:19:35.991,2025-12-11 00:00:00.000,2025-12-24 00:00:00,,future
12362,PLT2_2025_Sprint46_HEDIS,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-20 10:20:07.180,2025-12-25 00:00:00.000,2026-01-07 00:00:00,,future
12364,PLT2_2025_Sprint45_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-20 10:21:16.449,2025-12-11 00:00:00.000,2025-12-24 00:00:00,,future
12365,PLT2_2025_Sprint46_HEDPowerBI,CPEHC,CT PLT 2.0 Engineering (HEDIS and CONTRACTS),2025-11-20 10:22:41.580,2025-12-25 00:00:00.000,2026-01-07 00:00:00,,future
55,HED Sprint 3 (Sept),CPEHC,HEDIS,,2023-07-13 05:27:57.363,2023-07-26 17:27:00,2023-07-27 09:25:34.596,closed
1695,HED Sprint 5 (Phase1),CPEHC,HEDIS,,2023-08-10 05:40:36.088,2023-08-23 17:40:00,2023-08-24 13:42:25.812,closed
1696,HED Sprint 6,CPEHC,HEDIS,,2023-08-24 06:03:19.637,2023-09-06 18:03:00,2023-09-13 07:04:25.740,closed
1697,HED 23.5 Sprint 2,CPEHC,HEDIS,,2023-09-21 05:27:18.556,2023-10-04 17:27:00,2023-10-10 07:51:36.456,closed
56,HED Sprint 4 (23.5),CPEHC,HEDIS,,2023-10-19 07:12:06.204,2023-11-02 07:12:00,2023-11-02 10:59:30.930,closed
1654,PPC Sprint 0 (Sept),CPEHC,CONTRACTS,,2023-06-01 08:36:37.903,2023-06-14 08:36:00,2023-06-15 06:04:24.322,closed
1656,PPC Sprint 2 (Sept),CPEHC,CONTRACTS,,2023-06-29 12:29:03.044,2023-07-12 12:29:00,2023-07-14 05:22:32.076,closed
59,HED Sprint 2 (Sept),CPEHC,CONTRACTS,,2023-06-29 05:58:59.597,2023-07-12 17:58:00,2023-07-13 09:59:09.564,closed
1657,PPC Sprint 3 (Sept),CPEHC,CONTRACTS,,2023-07-13 05:22:26.392,2023-07-26 17:22:00,2023-07-26 17:01:21.615,closed
1658,PPC Sprint 5 (Phase1),CPEHC,CONTRACTS,,2023-08-10 07:52:59.991,2023-08-22 19:52:00,2023-08-24 13:15:26.303,closed
1659,PPC Sprint 6 (Phase1),CPEHC,CONTRACTS,,2023-08-24 13:15:28.656,2023-09-06 01:15:00,2023-09-07 06:34:13.638,closed
